Especie;Categoria_Ameaca;Legislacao
Psychotria ulei;EN;Portaria MMA N. 148/2022
Randia hebecarpa;EN;Portaria MMA N. 148/2022
Randia itatiaiae;CR;Portaria MMA N. 148/2022
Remijia asperula;VU;Portaria MMA N. 148/2022
Retiniphyllum chloranthum;VU;Portaria MMA N. 148/2022
Retiniphyllum pilosum;EN;Portaria MMA N. 148/2022
Richardia schumannii;EN;Portaria MMA N. 148/2022
Riodocea pulcherrima;EN;Portaria MMA N. 148/2022
Rudgea amazonica;VU;Portaria MMA N. 148/2022
Rudgea bracteata;EN;Portaria MMA N. 148/2022
Rudgea coronata subsp. saint-hilairei;CR;Portaria MMA N. 148/2022
Rudgea corymbulosa;EN;Portaria MMA N. 148/2022
Rudgea erythrocarpa;EN;Portaria MMA N. 148/2022
Rudgea hileiabaiana;EN;Portaria MMA N. 148/2022
Rudgea insignis;VU;Portaria MMA N. 148/2022
Rudgea jasminoides subsp. nervosa;VU;Portaria MMA N. 148/2022
Rudgea mouririoides;EN;Portaria MMA N. 148/2022
Rudgea nobilis;EN;Portaria MMA N. 148/2022
Rudgea obtusa;VU;Portaria MMA N. 148/2022
Rudgea pachyphylla;CR;Portaria MMA N. 148/2022
Rudgea palicoureoides;VU;Portaria MMA N. 148/2022
Rudgea parquioides subsp. caprifolium;CR;Portaria MMA N. 148/2022
Rudgea parquioides subsp. hirsutissima;EN;Portaria MMA N. 148/2022
Rudgea parvifolia;CR;Portaria MMA N. 148/2022
Rudgea sessilis subsp. cipoana;EN;Portaria MMA N. 148/2022
Rudgea vellerea;VU;Portaria MMA N. 148/2022
Rustia angustifolia;EN;Portaria MMA N. 148/2022
Rustia gracilis;EN;Portaria MMA N. 148/2022
Rustia simpsonii;EN;Portaria MMA N. 148/2022
Salzmannia arborea;VU;Portaria MMA N. 148/2022
Simira eliezeriana;EN;Portaria MMA N. 148/2022
Simira grazielae;CR;Portaria MMA N. 148/2022
Simira hatschbachiorum;EN;Portaria MMA N. 148/2022
Simira hexandra;EN;Portaria MMA N. 148/2022
Simira paraensis;VU;Portaria MMA N. 148/2022
Simira walteri;EN;Portaria MMA N. 148/2022
Staelia hatschbachii;EN;Portaria MMA N. 148/2022
Standleya erecta;CR;Portaria MMA N. 148/2022
Standleya kuhlmanni;EN;Portaria MMA N. 148/2022
Standleya limae;CR;Portaria MMA N. 148/2022
Warszewiczia longistaminea;EN;Portaria MMA N. 148/2022
Andreadoxa flava;CR;Portaria MMA N. 148/2022
Angostura quinquefolia;VU;Portaria MMA N. 148/2022
Conchocarpus adenantherus;EN;Portaria MMA N. 148/2022
Conchocarpus albiflorus;EN;Portaria MMA N. 148/2022
Conchocarpus bellus;CR;Portaria MMA N. 148/2022
Conchocarpus cauliflorus;CR;Portaria MMA N. 148/2022
Conchocarpus coeruleus;EN;Portaria MMA N. 148/2022
Conchocarpus furcatus;CR;Portaria MMA N. 148/2022
Conchocarpus grandiflorus;EN;Portaria MMA N. 148/2022
Conchocarpus hamadryadicus;VU;Portaria MMA N. 148/2022
Conchocarpus macrocarpus;EN;Portaria MMA N. 148/2022
Conchocarpus marginatus;CR;Portaria MMA N. 148/2022
Conchocarpus minutiflorus;CR;Portaria MMA N. 148/2022
Conchocarpus ovatus;VU;Portaria MMA N. 148/2022
Conchocarpus santosii;CR;Portaria MMA N. 148/2022
Conchocarpus sordidus;CR;Portaria MMA N. 148/2022
Esenbeckia irwiniana;EN;Portaria MMA N. 148/2022
Esenbeckia oligantha;EN;Portaria MMA N. 148/2022
Euxylophora paraensis;EN;Portaria MMA N. 148/2022
Galipea carinata;CR;Portaria MMA N. 148/2022
Galipea revoluta;EN;Portaria MMA N. 148/2022
Hortia superba;VU;Portaria MMA N. 148/2022
Metrodorea maracasana;VU;Portaria MMA N. 148/2022
Neoraputia calliantha;EN;Portaria MMA N. 148/2022
Pilocarpus alatus;EN;Portaria MMA N. 148/2022
Pilocarpus carajaensis;EN;Portaria MMA N. 148/2022
Pilocarpus grandiflorus;VU;Portaria MMA N. 148/2022
Pilocarpus jaborandi;EN;Portaria MMA N. 148/2022
Pilocarpus microphyllus;VU;Portaria MMA N. 148/2022
Pilocarpus sulcatus;EN;Portaria MMA N. 148/2022
Pilocarpus trachylophus;EN;Portaria MMA N. 148/2022
Raulinoa echinata;VU;Portaria MMA N. 148/2022
Spiranthera speciosa;CR;Portaria MMA N. 148/2022
Ticorea froesii;VU;Portaria MMA N. 148/2022
Zanthoxylum retusum;EN;Portaria MMA N. 148/2022
Zanthoxylum unifoliolatum;EN;Portaria MMA N. 148/2022
Meliosma chartacea;VU;Portaria MMA N. 148/2022
Meliosma itatiaiae;VU;Portaria MMA N. 148/2022
Abatia angeliana;VU;Portaria MMA N. 148/2022
Abatia microphylla;EN;Portaria MMA N. 148/2022
Banara trinitatis;CR;Portaria MMA N. 148/2022
Casearia catharinensis;EN;Portaria MMA N. 148/2022
Casearia murceana;VU;Portaria MMA N. 148/2022
Xylosma glaberrima;VU;Portaria MMA N. 148/2022
Acanthosyris paulo-alvinii;CR;Portaria MMA N. 148/2022
Alatococcus siqueirae;EN;Portaria MMA N. 148/2022
Allophylus heterophyllus;VU;Portaria MMA N. 148/2022
Cupania crassifolia;EN;Portaria MMA N. 148/2022
Cupania fluminensis;EN;Portaria MMA N. 148/2022
Cupania moraesiana;CR;Portaria MMA N. 148/2022
Cupania radlkoferi;CR;Portaria MMA N. 148/2022
Cupania schizoneura;CR;Portaria MMA N. 148/2022
Matayba cristae;VU;Portaria MMA N. 148/2022
Melicoccus espiritosantensis;EN;Portaria MMA N. 148/2022
Paullinia marginata;EN;Portaria MMA N. 148/2022
Porocystis acuminata;EN;Portaria MMA N. 148/2022
Serjania divaricocca;CR;Portaria MMA N. 148/2022
Serjania fluminensis;EN;Portaria MMA N. 148/2022
Serjania hatschbachii;CR;Portaria MMA N. 148/2022
Serjania littoralis;EN;Portaria MMA N. 148/2022
Serjania tenuis;VU;Portaria MMA N. 148/2022
Talisia ghilleana;EN;Portaria MMA N. 148/2022
Talisia granulosa;CR;Portaria MMA N. 148/2022
Talisia parviflora;VU;Portaria MMA N. 148/2022
Toulicia stans;CR;Portaria MMA N. 148/2022
Toulicia subsquamulata;VU;Portaria MMA N. 148/2022
Urvillea glabra;VU;Portaria MMA N. 148/2022
Chrysophyllum imperiale;EN;Portaria MMA N. 148/2022
Chrysophyllum wilsonii;EN;Portaria MMA N. 148/2022
Manilkara dardanoi;CR;Portaria MMA N. 148/2022
Manilkara decrescens;VU;Portaria MMA N. 148/2022
Manilkara maxima;EN;Portaria MMA N. 148/2022
Micropholis splendens;EN;Portaria MMA N. 148/2022
Pouteria atlantica;CR;Portaria MMA N. 148/2022
Pouteria bapeba;EN;Portaria MMA N. 148/2022
Pouteria bullata;EN;Portaria MMA N. 148/2022
Pouteria butyrocarpa;CR;Portaria MMA N. 148/2022
Pouteria citriodora;EN;Portaria MMA N. 148/2022
Pouteria coelomatica;EN;Portaria MMA N. 148/2022
Pouteria confusa;EN;Portaria MMA N. 148/2022
Pouteria erythrochrysa;VU;Portaria MMA N. 148/2022
Pouteria flavilatex;EN;Portaria MMA N. 148/2022
Pouteria freitasii;VU;Portaria MMA N. 148/2022
Pouteria macahensis;EN;Portaria MMA N. 148/2022
Pouteria maxima;VU;Portaria MMA N. 148/2022
Pouteria multiflora;EN;Portaria MMA N. 148/2022
Pouteria pentamera;EN;Portaria MMA N. 148/2022
Pouteria resinosa;EN;Portaria MMA N. 148/2022
Pouteria stylifera;EN;Portaria MMA N. 148/2022
Pouteria velutinicarpa;CR;Portaria MMA N. 148/2022
Pradosia granulosa;EN;Portaria MMA N. 148/2022
Pradosia kuhlmannii;EN;Portaria MMA N. 148/2022
Pradosia lahoziana;CR;Portaria MMA N. 148/2022
Pradosia longipedicellata;EN;Portaria MMA N. 148/2022
Pradosia restingae;EN;Portaria MMA N. 148/2022
Sarcaulus vestitus;VU;Portaria MMA N. 148/2022
Buddleja speciosissima;EN;Portaria MMA N. 148/2022
Selaginella mendoncae;VU;Portaria MMA N. 148/2022
Brachydontium notorogenes;CR;Portaria MMA N. 148/2022
Castela tweedii;EN;Portaria MMA N. 148/2022
Homalolepis cavalcantei;EN;Portaria MMA N. 148/2022
Homalolepis docensis;CR;Portaria MMA N. 148/2022
Homalolepis floribunda;CR;Portaria MMA N. 148/2022
Homalolepis glabra;VU;Portaria MMA N. 148/2022
Homalolepis insignis;EN;Portaria MMA N. 148/2022
Homalolepis maiana;CR;Portaria MMA N. 148/2022
Homalolepis planaltina;CR;Portaria MMA N. 148/2022
Homalolepis pumila;VU;Portaria MMA N. 148/2022
Homalolepis salubris;CR;Portaria MMA N. 148/2022
Homalolepis suaveolens;CR;Portaria MMA N. 148/2022
Homalolepis warmingiana;EN;Portaria MMA N. 148/2022
Smilax lappacea;EN;Portaria MMA N. 148/2022
Smilax lutescens;EN;Portaria MMA N. 148/2022
Smilax muscosa;VU;Portaria MMA N. 148/2022
Smilax spicata;EN;Portaria MMA N. 148/2022
Smilax subsessiliflora;EN;Portaria MMA N. 148/2022
Athenaea angustifolia;EN;Portaria MMA N. 148/2022
Athenaea sellowiana;EN;Portaria MMA N. 148/2022
Calibrachoa eglandulata;EN;Portaria MMA N. 148/2022
Calibrachoa elegans;EN;Portaria MMA N. 148/2022
Calibrachoa humilis;EN;Portaria MMA N. 148/2022
Calibrachoa spathulata;VU;Portaria MMA N. 148/2022
Capsicum friburgense;EN;Portaria MMA N. 148/2022
Lycianthes repens;EN;Portaria MMA N. 148/2022
Nicotiana mutabilis;VU;Portaria MMA N. 148/2022
Nierembergia pinifolia;CR;Portaria MMA N. 148/2022
Petunia bonjardinensis;EN;Portaria MMA N. 148/2022
Petunia exserta;EN;Portaria MMA N. 148/2022
Petunia mantiqueirensis;EN;Portaria MMA N. 148/2022
Petunia reitzii;CR;Portaria MMA N. 148/2022
Petunia saxicola;CR;Portaria MMA N. 148/2022
Schwenckia curviflora;EN;Portaria MMA N. 148/2022
Schwenckia nova-veneciana;CR;Portaria MMA N. 148/2022
Solanum anisocladum;VU;Portaria MMA N. 148/2022
Solanum arenarium;EN;Portaria MMA N. 148/2022
Solanum bahianum;EN;Portaria MMA N. 148/2022
Solanum friburgense;VU;Portaria MMA N. 148/2022
Solanum gertii;EN;Portaria MMA N. 148/2022
Solanum graveolens;EN;Portaria MMA N. 148/2022
Solanum jabrense;EN;Portaria MMA N. 148/2022
Solanum kleinii;EN;Portaria MMA N. 148/2022
Solanum pabstii;EN;Portaria MMA N. 148/2022
Solanum pachimatium;VU;Portaria MMA N. 148/2022
Solanum paralum;EN;Portaria MMA N. 148/2022
Solanum psilophyllum;EN;Portaria MMA N. 148/2022
Solanum restingae;EN;Portaria MMA N. 148/2022
Solanum santosii;VU;Portaria MMA N. 148/2022
Solanum spissifolium;CR;Portaria MMA N. 148/2022
Solanum viscosissimum;EN;Portaria MMA N. 148/2022
Styrax aureus;EN;Portaria MMA N. 148/2022
Styrax pauciflorus;CR;Portaria MMA N. 148/2022
Symplocos angulata;CR;Portaria MMA N. 148/2022
Symplocos atlantica;EN;Portaria MMA N. 148/2022
Symplocos corymboclados;EN;Portaria MMA N. 148/2022
Symplocos dasyphylla;EN;Portaria MMA N. 148/2022
Symplocos glaberrima;EN;Portaria MMA N. 148/2022
Symplocos incrassata;EN;Portaria MMA N. 148/2022
Symplocos inopinata;EN;Portaria MMA N. 148/2022
Symplocos itatiaiae;EN;Portaria MMA N. 148/2022
Symplocos kleinii;VU;Portaria MMA N. 148/2022
Symplocos microstyla;CR;Portaria MMA N. 148/2022
Symplocos neglecta;CR;Portaria MMA N. 148/2022
Symplocos organensis;EN;Portaria MMA N. 148/2022
Symplocos pycnobotrya;EN;Portaria MMA N. 148/2022
Symplocos rhamnifolia;CR;Portaria MMA N. 148/2022
Symplocos rizzinii;CR (PEX);Portaria MMA N. 148/2022
Amauropelta novaeana;CR;Portaria MMA N. 148/2022
Goniopteris cutiataensis;EN;Portaria MMA N. 148/2022
Goniopteris littoralis;EN;Portaria MMA N. 148/2022
Goniopteris montana;VU;Portaria MMA N. 148/2022
Goniopteris multigemmifera;CR;Portaria MMA N. 148/2022
Goniopteris refracta;EN;Portaria MMA N. 148/2022
Daphnopsis filipedunculata;EN;Portaria MMA N. 148/2022
Daphnopsis pseudosalix;EN;Portaria MMA N. 148/2022
Funifera brasiliensis;VU;Portaria MMA N. 148/2022
Funifera insulae;CR;Portaria MMA N. 148/2022
Trigonia littoralis;EN;Portaria MMA N. 148/2022
Trigoniodendron spiritusanctense;EN;Portaria MMA N. 148/2022
Tropaeolum warmingianum;EN;Portaria MMA N. 148/2022
Coussapoa curranii;EN;Portaria MMA N. 148/2022
Coussapoa floccosa;EN;Portaria MMA N. 148/2022
Coussapoa pachyphylla;EN;Portaria MMA N. 148/2022
Pilea aparadensis;CR;Portaria MMA N. 148/2022
Pilea flammula;VU;Portaria MMA N. 148/2022
Pourouma formicarum;EN;Portaria MMA N. 148/2022
Barbacenia brevifolia;EN;Portaria MMA N. 148/2022
Barbacenia delicatula;EN;Portaria MMA N. 148/2022
Barbacenia exscapa;CR;Portaria MMA N. 148/2022
Barbacenia fannieae;VU;Portaria MMA N. 148/2022
Barbacenia gaveensis;CR;Portaria MMA N. 148/2022
Barbacenia glutinosa;CR;Portaria MMA N. 148/2022
Barbacenia gounelleana;EN;Portaria MMA N. 148/2022
Barbacenia longiscapa;CR;Portaria MMA N. 148/2022
Barbacenia paranaensis;EN;Portaria MMA N. 148/2022
Barbacenia pungens;CR;Portaria MMA N. 148/2022
Barbacenia riparia;CR;Portaria MMA N. 148/2022
Barbacenia rodriguesii;EN;Portaria MMA N. 148/2022
Barbacenia seubertiana;EN;Portaria MMA N. 148/2022
Barbacenia spectabilis;EN;Portaria MMA N. 148/2022
Barbacenia spiralis;EN;Portaria MMA N. 148/2022
Vellozia alata;EN;Portaria MMA N. 148/2022
Vellozia armata;EN;Portaria MMA N. 148/2022
Vellozia barbata;EN;Portaria MMA N. 148/2022
Vellozia canelinha;CR;Portaria MMA N. 148/2022
Vellozia gigantea;EN;Portaria MMA N. 148/2022
Vellozia glabra;EN;Portaria MMA N. 148/2022
Vellozia hatschbachii;EN;Portaria MMA N. 148/2022
Vellozia lilacina;EN;Portaria MMA N. 148/2022
Vellozia metzgerae;EN;Portaria MMA N. 148/2022
Vellozia nuda;EN;Portaria MMA N. 148/2022
Vellozia patens;EN;Portaria MMA N. 148/2022
Vellozia piresiana;EN;Portaria MMA N. 148/2022
Vellozia pulchra;EN;Portaria MMA N. 148/2022
Vellozia sessilis;EN;Portaria MMA N. 148/2022
Vellozia streptophylla;EN;Portaria MMA N. 148/2022
Vellozia subalata;EN;Portaria MMA N. 148/2022
Aloysia cordata;EN;Portaria MMA N. 148/2022
Aloysia hatschbachii;EN;Portaria MMA N. 148/2022
Lippia bradei;VU;Portaria MMA N. 148/2022
Lippia bromleyana;EN;Portaria MMA N. 148/2022
Lippia elliptica;VU;Portaria MMA N. 148/2022
Lippia insignis;VU;Portaria MMA N. 148/2022
Lippia morii;EN;Portaria MMA N. 148/2022
Lippia pumila;EN;Portaria MMA N. 148/2022
Lippia rhodocnemis;EN;Portaria MMA N. 148/2022
Recordia reitzii;VU;Portaria MMA N. 148/2022
Stachytarpheta almasensis;EN;Portaria MMA N. 148/2022
Stachytarpheta procumbens;EN;Portaria MMA N. 148/2022
Stachytarpheta radlkoferiana;VU;Portaria MMA N. 148/2022
Hybanthus albus;CR;Portaria MMA N. 148/2022
Pombalia strigoides;EN;Portaria MMA N. 148/2022
Rinorea laevigata;EN;Portaria MMA N. 148/2022
Rinorea longistipulata;EN;Portaria MMA N. 148/2022
Rinorea ramiziana;EN;Portaria MMA N. 148/2022
Viola gracillima;EN;Portaria MMA N. 148/2022
Cissus apendiculata;EN;Portaria MMA N. 148/2022
Cissus inundata;VU;Portaria MMA N. 148/2022
Callisthene dryadum;CR;Portaria MMA N. 148/2022
Callisthene erythroclada;EN;Portaria MMA N. 148/2022
Callisthene inundata;EN;Portaria MMA N. 148/2022
Callisthene kuhlmannii;EN;Portaria MMA N. 148/2022
Erisma arietinum;EN;Portaria MMA N. 148/2022
Erisma fuscum;EN;Portaria MMA N. 148/2022
Qualea coerulea;EN;Portaria MMA N. 148/2022
Qualea hannekesaskiarum;EN;Portaria MMA N. 148/2022
Qualea insignis;VU;Portaria MMA N. 148/2022
Qualea labouriauana;VU;Portaria MMA N. 148/2022
Qualea lundii;EN;Portaria MMA N. 148/2022
Qualea magna;EN;Portaria MMA N. 148/2022
Vochysia angelica;EN;Portaria MMA N. 148/2022
Vochysia assua;VU;Portaria MMA N. 148/2022
Vochysia dardanoi;EN;Portaria MMA N. 148/2022
Vochysia eximia;VU;Portaria MMA N. 148/2022
Vochysia expansa;VU;Portaria MMA N. 148/2022
Vochysia glazioviana;EN;Portaria MMA N. 148/2022
Vochysia gummifera;EN;Portaria MMA N. 148/2022
Vochysia mapuerae;VU;Portaria MMA N. 148/2022
Vochysia oblongifolia;EN;Portaria MMA N. 148/2022
Vochysia pygmaea;EN;Portaria MMA N. 148/2022
Vochysia rotundifolia;EN;Portaria MMA N. 148/2022
Vochysia rufescens;VU;Portaria MMA N. 148/2022
Vochysia santaluciae;EN;Portaria MMA N. 148/2022
Vochysia selloi;EN;Portaria MMA N. 148/2022
Vochysia spathulata;EN;Portaria MMA N. 148/2022
Vochysia talmonii;CR;Portaria MMA N. 148/2022
Xyris aurea;EN;Portaria MMA N. 148/2022
Xyris blepharophylla;EN;Portaria MMA N. 148/2022
Xyris cipoensis;EN;Portaria MMA N. 148/2022
Xyris coutensis;CR;Portaria MMA N. 148/2022
Xyris dardanoi;CR;Portaria MMA N. 148/2022
Xyris fibrosa;CR;Portaria MMA N. 148/2022
Xyris fusca;EN;Portaria MMA N. 148/2022
Xyris hatschbachii;CR;Portaria MMA N. 148/2022
Xyris hystrix;CR;Portaria MMA N. 148/2022
Xyris longifolia;EN;Portaria MMA N. 148/2022
Xyris lucida;EN;Portaria MMA N. 148/2022
Xyris morii;EN;Portaria MMA N. 148/2022
Xyris neglecta;EN;Portaria MMA N. 148/2022
Xyris nigricans;CR;Portaria MMA N. 148/2022
Xyris obtusiuscula;EN;Portaria MMA N. 148/2022
Xyris organensis;EN;Portaria MMA N. 148/2022
Xyris phaeocephala;EN;Portaria MMA N. 148/2022
Xyris platystachya;CR;Portaria MMA N. 148/2022
Xyris reitzii;EN;Portaria MMA N. 148/2022
Xyris retrorsifimbriata;CR;Portaria MMA N. 148/2022
Xyris rigida;CR;Portaria MMA N. 148/2022
Xyris sincorana;EN;Portaria MMA N. 148/2022
Xyris sororia;CR;Portaria MMA N. 148/2022
Xyris stenophylla;VU;Portaria MMA N. 148/2022
Xyris tortilis;CR;Portaria MMA N. 148/2022
Xyris uninervis;CR;Portaria MMA N. 148/2022
Xyris vacillans;EN;Portaria MMA N. 148/2022
Xyris wawrae;EN;Portaria MMA N. 148/2022
Renealmia brasiliensis;EN;Portaria MMA N. 148/2022
